"Paula and the other teachers are great.
My daughter loves going to daycare here.

They keep it very clean, which helped a lot with our daughter not getting sick as much anymore.",business
"Great tasting pizza! The sauce is well cooked and balanced in flavor. The crust is light and fluffy. The pepperoni was slightly spicy and tasted amazing. Would definitely recommend this pizza too any pizza lover.Great variety of food with plenty of options for vegetarian and vegans. Everything here is full of flavor and delicious. Can't recommend this restaurant enough. Prices are fair for such good food.The vegan margarita pizza and garlic fingers were incredible! The vegan cheese used was perfect, the taste wasn't overwhelming (as it can be), and they used the perfect amount. The staff were amazing, so friendly and very knowledgable about vegan foods and dipping sauces. We were super impressed with everything. Awesome place. Relaxing, everyone was so nice. The bar guy was awesome. Asked my name never forgot it once. Great specials for a great price. They had a great musician. All around great place. 10/10 if I could.Nice looking place.  The server was friendly and received my order pretty quickly.  I had gone with the 2 piece fish and chips and it wasn't the best.  The fish was fried too long and the batter was very crunchy, with burned spots in some places.  I would probably give this pub a second shot and try another dish before deciding to write it off.We went with friends from our apartment building for wings. It was a fun evening.  The beer and wings combo was very good value. They had a guy playing guitar. Very nice neighborhood pub. I am new to the area and needed to find a new hairdresser.
I LOVED my experience at Infusion and look forward to enjoying more of their services!
Victoria did an outstanding job on my hair today! She listened to what I wanted and provided just that! She gave a killer head massage and the atmosphere was both relaxing, entertaining and fun!
I had the best time getting to know my hair dresser and can't wait to go back!

Anyone looking for top quality service should most definitely consider Infusion Spa!Not the best atmosphere and the service is a hit and miss. The technician who did my nails couldn’t shape them the way I wanted (she could only do the round shape) and I ended up with very short nails because of constant filing and failing to shape my nails as asked. 
Also, don’t expect a hand exfoliation, massage or even simple buffing of your nails. What you get is quite basic! Not a great selection of nail polish colours but that depends on individual taste.
Friendly staff though and very good pedicures, if you’re lucky and got a good tech.The staff make you feel welcome as soon as you arrive. Katie listened to my hair woes and made suggestions all through the process. I am absolutely a happy customer. I love my hair and love the color. Thanks so much. Dr. Paula is amazing with all of her clients. Our kids adore her and completely trust her throughout their appointments. Her staff is welcoming, professional and considerate at all times - we couldn't ask for better care!Welcoming office with a warm staff.  Great follow up.  Professional environment with a competent team.  Equipment is up to date.  Very little wait time.  Would highly recommend.Today I went for a cleaning to Southgate Dentistry, and I have to say this was the BEST cleaning I have ever had. Melissa was extremely meticulous at doing her job, she went above and beyond to clean every single crease and corner of my teeth even with my wires in (from past braces). My teeth have never felt so clean before, she didn't overly talk, it was quiet and she focused on her job which is exactly what I want as a hygienist. I will be returning to Melissa for my routine cleanings, and I am actually excited to be back in 6 months, Thank you Southgate Dentistry for having great staff. Blue Wave Cleaning Services is a fantastic company. They provide cleaning and janitorial services to our office and they perform at such high standards that our guests are always remarking at how clean and new this aging building looks! The people performing the services have been nothing short of wonderful to us; they are available in a pinch and they are reliable when scheduled. Josh does a wonderful job of making sure those high standards are upheld and the team assigned to us - headed by the lovely and thorough Agnes - can't be beat!

Blue Wave is nothing short of excellent. We are so happy with our cleaning services!These guys do great work. The team that cleans our location is super friendly and do a thorough job. I’d highly recommend Blue Wave Office Cleaning Services to everyone.Very well organized great staff great job very happy The staff are amazing!! We were anxious about putting our daughter into daycare, but her teachers are fantastic. They are engaged, fun, and they really connect with the children. Her development has really blossomed after starting daycare here. 
The food is fantastic and we love the little snack bar as you leave each day. 
It’s great to be able to check in through the day on the webcam and get pictures sent to you from her teachers. We love the daily reports to keep updated on how the days are going. 
From the teachers to the director, this place is absolutely amazing and worth every single penny!Nice  I have massage therapy with Ashley. She is beyond amazing! I have had several therapists in the past and she is the only one I have stuck with exclusively. She is super knowledgeable, makes your feel safe, sevure and well looked after. As for her treatments I have had grear success in treatment of a few different conditions  and always feel confident Im in the best hands!  She is a treasure for a therapist and I am so grateful to have her as mine!I have been visiting Nova Physio on Southgate for the past twelve months.  My knees are shot from work, sports, life, and my physiotherapist, Sam, has worked wonders to restore my mobility, flexibility, and to ease the pain in both my knees.  I am stubborn, and she certainly has the knowledge and patience to deal with me.  I definitely recommend her for all your physio needs!    
  In addition to my physio plan, I see their RMT Ashley every month.  She is a magician of sorts.  I go there because my back, or ribs, or knees kill me, and she works her wonders. Not a fluff and puff style, but more planned out and targeted.  I just lay down, let her work her magic and feel a random bubble pop from behind my knee caps (fat packs) or my ribs release, one by one... you will feel good right after, and for a few weeks following her treatment.
  Definitely a stellar group they have in there!I have been seeing Ashley for over a year for massage therapy, and she has made such a positive difference in my posture and overall health!  Thanks to her, I have been able to live my most active lifestyle in years.  She is professional, friendly and kind.  Ashley takes the time to explain her therapy plan, and ensures I always feel comfortable. I enjoy our sessions  tremendously.  Thank you Ashley!",business
,business
,residential
,business
9/10 some of the best nostalgic years have taken place here before i went to that horrendus school afterward (Carrefour)this school is amazing so much fun thank you for the new playground the bridge is amazing thanksUne école idéale.,business
,residential
"Had an amazing time at the Harvest Party last weekend! We just moved here from Ontario and it's been tough meeting people. The event was really well done - free admission, free BBQ, door prizes, photobooth, super cheap cash bar, DJ with vinyls?! Amazing. Thanks so much to the team who put this on; you can tell a lot of work went into planning it. We really enjoyed it and hope there are other future events!There is one staff member who is completely rude and useless. It's a beautiful place hopefully you dont go when she is working the desk. It would be a 5 star but now is a generous 3.Rented twice now.  Great facility.  We will be back!",business
We use it primarily for the daycare.They provide lots of support to military families.,business
"Don't move in unless you want bedbugs. Landlords do nothing and dont take you seriously. Not a fun year you could say.Close to EVERYTHING you need within 20 min WALK plus on major bus route and cheaper prices apts but killam rocks as its my family name so always support! Lots of diverse ppl around to👍The place is very bad in terms of services and cleanliness Washing and drying machines are old and cut clothes Laundry rooms are not equipped with cameras have been robbed clothes as happened with me
There are also rodents in the building
المكان سيئ جدا من ناحية الخدمات والنظافة آلات الغسيل والتجفيف قديمة و تقطع الملابس غرف الغسيل غير مزودة بكاميرات وقد تتعرض الثياب للسرقة كما حصل معي كما أنه يوجد قوارض في البناء",business
We use it primarily for the daycare.They provide lots of support to military families.,business
,residential
Very nice centre. You can eat here through the week at lunch. 20.00 a yr you can be a member. Meals are very reasonable. If not a member only a 1.00 more to eat here. They sometimes have bus tours. Prices for these are also very reasonable.I was there visiting my sister she lives there if they had more parking for visitors I would of gave it a 5 star.Good place to have for seniors. Barely any parking.,residential
"Great place to pickup a mooring ball.  Restaurants, grocery store, ice and beach all nearby within walking distance!Wonderful food and service, thanks to Alyssa recommend to anyoneBeautiful spot to launch yer boat ",business
,business
,residential
,business
"Amazing cute place . Great treat I love to stop by for the seasonal specials or even just a Red Bean Taiyaki(my favourite) always fresh and warm made to order Taiyaki. 
The sandwich ones are also amazing the cheese is so good!My Girlfriend and I love this place! A bright beautiful cafe with an awesome menu and great prices.

We keep coming back to work our way through the menu but my favourite is the ham and cheese savory with the amazing chili maple sauce.

All of the above plus lovely staff make this our new favorite date spot and everybody should know about them!Usually really good experiences, the Taiyaki are always tasty (I think that's what the fish are called) had the ham sandwich which was sort of messy as it's puffed pastery but decent. Otherwise a great place for lunch or coffee!!",business
"These guys are excellent. Always so nice and pleasant to not just the dogs but also the people. I love going here! Leah and her staff are the best in terms of customer service, friendliness and; particularly, the kindness and patience they exhibit to not only my dogs but to all the resident dogs when I visit her business.  It is always a pleasure to experience Leah's smiles with her warm and pleasing personality.The greatest of groomers!!!  Highly recommend. My wife and I stopped in after Google searching a breakfast spot near the airport. This is an amazing gem! The food was AMAZING! The service great the scones fabulous!
The staff are so friendly and knowledgeable. I would highly recommend.Great little spot in Fall River. Cozy and clean with a wonderful menu of locally sourced ingredients. Tried the chicken, apple and brie croissant, which was delicious, as was the leek potato soup. Tea was excellent and peach scone was okay. Service was pleasant. Loved that there was no plastic waste such as straws or individual milkers. Patio has plenty of shade with umbrellas and a nice view of the river. Entry is located on the left side of the building and up the stairs. Would recommend.Been waiting a long while for a chance to try this spot and it was just wonderful. Delicious brunch all farm fresh home cooked ingredients. Quick friendly service great atmosphere. Truly a place worth making the effort to find. Great people. Good classes. Very convinent location for anyone in fall river.",business
"There are so many options for everyone I have come in with, the wildcard pizza and salad options are both always great. They're also really good with helping with different options to accommodate all of my allergies! Has become a regular spot my family.What I love about this place is you don't need to be vegan or vegetarian to enjoy the food. Their menu has something for everyone! The portions are generous, prices are on par with other veg spots around, and they offer daily specials which are always delicious! My only complaint would be the interior of the restaurant is pretty stuffy in the summer time. Not sure if they have A/C or maybe it was broken the day we were there but it was so muggy we opted to sit outside (in the rain) to escape the heat. Food wise though, the place is incredible!The food was so good... I didn't think a salad could taste that amazing, but it did! 😍🥰",business
So a couple of us have been trying to contact this place over an emergency concern with a resident this evening..however i had gotten hung up on 4 times. Is there another number to call.. Because this is absurdBed bugs and mice.Clean n secure,residential
,business
,business
"Was delish first time in. Cant wait to go back. Fish n Chips home made tarter sauce and fried onions on the dog were perfect. Lots of room to sit.Not bad but slightly overated, fish was overcooked and too oily. Batter was too chewy. Scallops were good. Clams too.wow eat here,
It gets better every year last night we had a three piece fish n chips to share and what a mound of food, fresh fish and it was all good  we will return Nice camping. Private spots available. Warm clean showers. Generally provincial Park on  Nova Scotia are consistent. there are very nice spots right on the lake if you want to pay for them. Flush toilet in hot shower and dump station. I love the yellow phone option if you just walk in without a reservation. The lake is a pretty little Lake good for kayaking.Beautiful camping or picnic grounds.  The provincial park is clean and well kept. The camping sites are large and have   shade and surrounded by trees for privacy. Great place for the beach.We like the Provincial Park and campgrounds in Canada. Problem is you have to book them 24 hours in advance.  Since we never knew where we were going to be each night that was tough. Depended on how much photography we got involved with each day.  We lucked out with their last site even though it had no hookups. But the sites are all very nice, lovely and well-maintained.  Private and spacious. Bill and Linda Lane, Montpelier, Virginia The people are friendly. Everyone is made to feel welcome.Small facility but great people. Needs parking. Best chicken burgers I've had in 20 years.Great people to play music for. The Engineering Campus at Sexton needs to have the facilities that the Collaborative Health Educational Building in Carleton Campus has, such as great study rooms, a variety of  big white boards, comfortable and fancy chairs, and more space to accommodate more students as possible. The place in Sexton that is made fully for studying is the Sexton library which is trash. Other than that it has caring and helpful staff members that are willing to work for the understanding and benefit of studentsI have to take two courses again because I was doing another degree, and the staff at my new department thinks the material was different (which the other people has already used these courses in the past). Very upset about how the stuff of the dal are unhelpful, and make me to do the same courses that I already passed. After 5 yrs with dal I actually slightly regretted of coming here.Very good and walking around location in Halifax city many local events are available always... We finally got out to our first Mooseheads game, and had a great time! The seats are very comfortable, although a bit tight. Some of the signage was a bit confusing but the layout was great - not a bad seat in the place. They have a great variety of snacks and drinks, but could maybe have more candy options for the kiddos (like bagged candy etc). We look forward to going back!Tonight was my first time there since the renovations a while back.  Saw Harry Potter in Concert with my family.  The place looks great and the show was fantastic. However,  while the seats have lots of cushion, if you're over 5'3"" they're terribly uncomfortable and cramped.  I'm 5'11"" on a good day and for the life of me I couldn't get comfortable, to the point in which I thought I was going to have to leave early.  Also, as others have noted, concession prices are unreasonably high.Great place to go for entertainment.  This time we caught a Moosehead game. Next visit will be to catch a traveling Broadway show. There is always some thing fun going on here to bring the family to. The Immigration Experience tour was fantastic. As the tour guide, who immigrated in 2017, explained what my parents went through in 1952 I could tell she herself identified with the whole experience.
I am glad that Canada opened their borders to the world, making our country even better by the diversity we now see.F A N T A S T I C ! Every Canadian  should visit this museum when in Halifax. I loved it. Nice displays. Small area where the staff can help you find ancestors who arrived here! They found a picture of the boat that sailed from England and arrived with my grandfather in Canada in 1928. Amazing. They also gave me other information that I never knew. Great! 🙂Makes you think about our place here. Almost all of us are immigrants and sometimes I feel we forget that. Lots of cool displays and interactions. Beautiful firsthand experiences and stories of past and contemporary migrants. It's located center of dal where fancy and convenientEveryone is very helpful and nice in the office, especially Jocelyn BUT I marked them down because she hurt my feelings today

PS. If she apologizes and admits she did wrong MAYBE I'll bump it upGreat date night!",residential
Dartmouth Players Theatre has great performances all year long. It one of the best community theatres in Atlantic Theatre. Check out their Internet Site so you can catch the next great adventure they are offering!Went to see a play here last week. Simply awesome. Fantastic family fun.Nice theater All players are volunteers Very entertaining,business
"The worst experience in my life and thank god not for my 4,5 years old son because he is young and he won’t remember anything (hopefully). For them the kids are money and that’s it . If your kid is not an angel and apparently not from Canada I guess.... they will kick him/her from the daycare ,and the reason????? I will tell you . Not enough resources. Summer camp means 2 teachers with 25-30 kids . So the one teacher can not  give time to your kid because the other teacher has to take care of the rest 24-29!!!!! So get out of my daycare . That’s what Daydreams’s day care is . Shame on you ☹️Both of our children attended DayDreams. Both children had an excellent experience at this child care center.",business
"my boyfriend and I have been living here for a bit now and are super content. spacious room, lovely view, the tenants are super helpful and welcoming, more than enough laundry units, 2 elevators, and upkept maintenance. the walls are super thick as well, so noise isn't an issue one bit.If you are a clean, friendly and respectful person then this is the place for you! Me and my wife can't say enough good things about Southpoint.  We lived there for 4 years total.  The management changed during this time, but we were extremely happy with the new building Managers Deo and Natasha.  Every time there was a problem, we sent them a message, and it would usually get addressed within a day.  Very friendly, caring, and easy to talk to.  There were some issues with the building such as, some dryers not working, old elevators, but there is no perfect place.  We were on the 8th floor and never saw any mice, or bugs.    Overall we were very happy with the old management, as well as the new one.  We would come back and live here!Staff is nice, the place is clear in general. The building is from the 70's and some apartments have outdated kitchen cabinets, but the stove and fridge are good. The garbage/trash area could be better organized and clean, and the laundry machines could be card operated. Apart from that, it's a good place, specially because of the location. You can walk to the waterfront, to Point Pleasant Park, there's a Sobeys and an Atlantic Superstore nearby, it's not far from Spring Garden Rd. I like the place. They are amazing!",business
,residential
"They are awesome at cutting key at less then what walmart charge too only payed $1 something for to cut a key here where at walmart it cost $3.99+ taxI get keys cut at Beeler because they always work, unlike keys cut by Canadian Tire. Plus Beeler is faster and half the price.Beeler installed new front and rear deadbolts and knobs for us two years ago - a minor service was required just recently and they were kind enough to stand behind their product and waived the service fee. Thank you! Best pizza in the city. All fresh ingredients.Delicious with homemade crust! Great price too!Good pizza at a good price and the owners are very nice. Great!",business
,business
,business
,business
very good school i likeAwesome,business
,business
,business
,business
"Amazing school, all the instructors that I've had or heard of are great, wonderful and super modern facilities, janitorial staff are always on top of things so the building stays clean all the time. The building is split into 2 very distinct sections, and the harbor section has an atrium with a flag representing every student and faculty that have gone through the schoolVery modern campus! I had a 2 days program for ECE which was very helpful and beneficial. I didn’t check on the main majors of the university so im not quite sure about its programs. Here are some of the posters that I found interesting. 
Very clean and well organized! Classes were quite big.I go here it's actually great very poor communication Very new buisness, still working out the kinks but seems to be getting betterConsistently out of menu items. Usually at lunch rush. You are typically not informed until after ordering (and paying). 

These items include but are not limited to:
-Wraps
-Bread for sandwiches
-Lettuce
-Sauces like chipotle and ranch
-Tomatoes
-Wedges

This location has been consistently awful since opening.Understaffed, ",business
"The Engineering Campus at Sexton needs to have the facilities that the Collaborative Health Educational Building in Carleton Campus has, such as great study rooms, a variety of  big white boards, comfortable and fancy chairs, and more space to accommodate more students as possible. The place in Sexton that is made fully for studying is the Sexton library which is trash. Other than that it has caring and helpful staff members that are willing to work for the understanding and benefit of studentsI have to take two courses again because I was doing another degree, and the staff at my new department thinks the material was different (which the other people has already used these courses in the past). Very upset about how the stuff of the dal are unhelpful, and make me to do the same courses that I already passed. After 5 yrs with dal I actually slightly regretted of coming here.Very good and walking around location in Halifax city many local events are available always... Prospective international student, skeptical because I experienced a rude staff. Institutions should definitely put warm people at 'customer' interaction positions. The staff at Richard Ivey's was more professional and helpful.Wonderful environment.Nice building, relatively new. One of the best business programs in Canada.  The only thing I did not like was being two floors Below the world so you had no idea what was going on outside. Oh and they were doing some kind construction during the day that interrupted our speaker. Could the center maybe consider doing repairs/construction at a non event time?Always an event happening here. The food is always amazing.  The staff is super friendly and helpful.  And the setup always looks great.Great location. I was there for a IBTTA annual meeting and it was very nice. A lot of bars around the convention centre to do networking after business. I can’t even put into words how incredible the staff is. I was airlifted there from PEI and the paramedic with me would check on me every few minutes to make sure I was feeling ok. I had many tests and scans done and they went really well. for the long ones they would even put a movie on for me to watch so I wouldn’t be bored. I had a couple abdominal surgeries as well, my surgeon and his team were outstanding they literally saved my life. The nurses on 7 link were amazing they were always very loving. I also spent some time on 6 link and although they were some of the worst days of my life the staff always found ways to make me happy. I cannot express how amazing this hospital is and how grateful I am for what they have done for me. If I could rate more than 5 stars I would.IWK was an amzing hospital. They helped my son so much and provided him help with so much love and spirit. Always very up beat and happy. My son has had a quite a few stays there, and never had a bad experience. VERY LOVING and KIND people!!The Staff at the Perinatal Clinic in the IWK are all so Very Helpful & so Kind & Caring. Definitely Glad to have them around for my Pregnancy 😆",business
,business
,residential
,residential
"Excellent for Natural Nature. 
Give it a Go ",business
"I volunteered here and I had a blast!
:DBest place we could have sent our kids prior to school. The school is amazing, the teachers are loving and caring and really good at tailoring curriculum to each and every individual child's needs and strengths. When our son was really into dinosaurs, they did a dinosaur unit. When our daughter was needing individual attention and extra support because she was ill, the teachers spent one-on-one time with her doing activities with manipulatives and sensory activities that calmed her. 
The school also feels like a real community - there is a bi-annual backyard party in the beautiful, treed backyard playground, a weekly e-mail goes out with pictures of all the kids, and there is an annual beer and art show which is fun for the parents. We can't speak highly enough of this school and would certainly encourage any family looking for a half day preschool (rather than daycare) program to enroll their kids.Our daughter loved going to school every day. The teachers made every kid feel encouraged and cared for. We look forward to when our son is old enough to go!",business
"For over 40 years Ward 5 has served North End children and seniors. The breakfast,  lunch and after school programs have not only provided nutritious food, but a nurturing, safe environment for all.
Having been involved with Ward 5 for 24 years I can attest to the positive impact this not for profit organization has had in the Community. 
Please support Ward 5 by donation and attending Ward 5 fund raising events.Nice place to send kids. Also have a nice seniors program",business
,residential
,residential
"Stopped in and got some hot dogs. Now i know why they are so cheap...... they were discusting. It will be awhile til I try them again. The store was clean and the staff were friendly.Great service and lots of last minute item's available from groceries to LottoStaff are polite and friendly.  Good selection and sales for a convenience store. be carefull what you say and do at the daycare.  it gets twisted and they call child welfare on you ...Kids seem to enjoy it here, bus service is a definite perk for convenience to support their before and after school care programs.",business
,business
It was a blessing that we found Judy's two years ago. My daughter loves it and the teachers are amazing. We will be sad to leave this June!,business
